UserId:ItemId,Rating
33ce7ee122:34cb28c370,5
eab9e065e5:34cb28c370,5
f785763291:34cb28c370,4.364405222043876
5f8185d75d:34cb28c370,5
0eeef87507:1dfcdde662,5
cc5199f2f7:7724ef1f69,5
82ae2469c6:bc3b9136bc,5
afced32639:89138b3fef,4.187102058175473
cea1eee489:89138b3fef,5
2bb8f34435:ee46c55ce9,5
355c1965c6:47fbb47c3e,5
ee96e33972:47fbb47c3e,2.0
ad9b954e7d:47fbb47c3e,5
08094b7c2e:d9c70d1ac6,4.5
6d7faa7b56:d9c70d1ac6,3.0
e89adb845b:972e7ee0b6,3.190146559019566
678dab68a5:972e7ee0b6,1
8952fbc06b:972e7ee0b6,4.0
d024341d3b:565cf650b0,5
a463ad7c2e:751afdc39b,4.333720593976196
16f1eee90f:751afdc39b,5
2ac929c26f:751afdc39b,4.188287958442544
18e8d8d43c:e9440489d3,4.0
87b2ec63e1:26d30a08c5,4.0
f35698f27c:26d30a08c5,5
5f7978e83a:5e83d4a0b7,4.631238549936221
c032d35dbb:26d30a08c5,4.485813483146134
8e5c639a87:eb98bae7af,5
c0a8373027:a13b02f7c3,5
6e1fd87e63:c1c4ae27c3,5
891382c830:a13b02f7c3,5
e1f9b71896:a13b02f7c3,5
400223b755:d41a4e4da8,4.269031828842912
4c7ff10720:d41a4e4da8,5
2234de8d67:546759892e,5
bcc676609e:546759892e,3.3157926467175383
0a41bf5da7:546759892e,1
21652fd957:008b7b011c,5
9ddbfe25f8:5e457c2085,5
bc2279b81d:5e457c2085,5
096ae30da5:5e457c2085,4.496761782355135
931388028d:5e457c2085,4.320177221707467
2b3d167a17:5e457c2085,5
7235786b8d:5e457c2085,4.227822826876158
4f0563e0bb:330aa062c7,4.0
4b231b0598:a2c86e7468,5
4727387d16:a2c86e7468,2.0
966647bebb:aceb777ebd,5
6e1fd87e63:aceb777ebd,5
398e8bc25f:57849301c6,5
ded3746396:57849301c6,5
1aff1789e4:57849301c6,5
296df466ee:57849301c6,4.0
a633d03ee2:cdcec4838e,3.8152402459829187
5cfa210a0f:cdcec4838e,5
4bd6f61461:cdcec4838e,5
0abaa2e984:cdcec4838e,4.387617763227902
1b250e51a2:cdcec4838e,5
28828e9f25:16330c5624,5
c3d6bde8d8:16330c5624,4.0
838e23bb03:16330c5624,3.376733697186864
dc0f931de3:16330c5624,5
5da037069c:16330c5624,4.0
d540cf6848:2ca54470a2,4.333333333333333
3adfe81e56:f0ebb92675,4.200769443197638
2398a3e27f:f0ebb92675,5
4f392a0971:f0ebb92675,5
942749c0c7:f0ebb92675,5
100940ccba:f0ebb92675,2.0
d1664ac0e5:f0ebb92675,5
4be56a9594:f0ebb92675,5
ae3257080b:f0ebb92675,1
a8dbb709a5:f0ebb92675,5
bcb2d19497:d9ec7ed142,1
851d603e31:d9ec7ed142,4.0
f03aa32f8e:d3e354ee2b,4.548981267168301
bb4ba16881:d3e354ee2b,4.791910386129811
0b32ae8e43:aab88ae533,4.0
6700846e95:aab88ae533,5
1c060ae707:aab88ae533,5
dfe7f12ec2:aab88ae533,5
3c89cb966b:aab88ae533,3.613274574411775
a13a53f4d5:aab88ae533,1
4c4386636e:aab88ae533,5
b321ac937d:aab88ae533,5
12713ca3f1:aab88ae533,5
d6bd460efd:6d37da671e,5
da787358cf:6d37da671e,4.0
ec45156bd3:7a0bd51366,5
ba65ad117b:dea3adfa34,3.372176828123558
5a46b76f0b:dea3adfa34,5
8e3a8a2bef:dea3adfa34,5
38fdd2db62:ef9cfd0d1c,5
88fecf8db0:ef9cfd0d1c,5
803217abb1:185a12e494,5
118ca3c667:185a12e494,4.019343273726406
c873665b79:ddf717ec75,5
217e5ffabb:185a12e494,5
6907a4675c:185a12e494,4.0
9860becdf9:185a12e494,3.042806119007083
77f1e582b8:185a12e494,5
d885562a71:185a12e494,5
9e0f9c923d:185a12e494,5
f58828c635:3a6a459c93,5
6440416c7a:3a6a459c93,5
7debc49244:3a6a459c93,3.1221842992334845
53bdc48070:3a6a459c93,5
dfe07192b1:1774c14e11,5
f28b3a918a:a4cda62033,1
c4668916d5:aa6b19dc05,1
564544570b:0b7d6a161e,5
a949117d65:0b7d6a161e,4.0
456d542d96:0b7d6a161e,4.0
c0a8cffd4f:0b7d6a161e,3.042003531186956
5a314e477b:0b7d6a161e,5
65863a333e:b03c96ae95,2.6296408505888347
ea4a640ee8:b03c96ae95,1
4a462b00a3:b03c96ae95,4.0
df1925cabe:8be0f9bdd2,5
52f832378c:8be0f9bdd2,4.466956459423216
c7abc90288:8be0f9bdd2,5
026bbdda8f:8be0f9bdd2,5
2dd00f4732:a4a2208915,1
81ea9ed40d:a4a2208915,5
c58fdd36e9:a4a2208915,3.3504864118581446
a2cfbe2fdf:a4a2208915,5
b1dc9e599c:a4a2208915,4.0
a42cfbf563:ef52726391,5
b0cb992b8c:150f61ba17,3.0
81aa308e9a:150f61ba17,4.0
c33371937e:150f61ba17,4.0
e2b8aa5153:150f61ba17,4.921752220947167
6de64cd2f4:150f61ba17,1
e575a406be:150f61ba17,5
b51e345632:150f61ba17,4.326750137095554
6f063124cf:150f61ba17,5
0e822f21e6:150f61ba17,1
f79ba71507:150f61ba17,5
15ca9f7d93:150f61ba17,3.0
e226c1587a:150f61ba17,5
eed0f2241f:150f61ba17,4.0
91819bc4d1:150f61ba17,4.0
6cf52212c0:150f61ba17,4.0
1c45fd2cab:150f61ba17,2.6141968302755227
60848b9674:150f61ba17,3.608028125987104
092ed48aee:150f61ba17,5
b993a0057f:150f61ba17,5
a31d02ff77:150f61ba17,5
0fc259888c:150f61ba17,5
31cb01e219:150f61ba17,4.0
5623a5aedc:150f61ba17,4.782787692238304
e2a1b7411e:150f61ba17,4.459459646784972
3e32ed9418:150f61ba17,3.0
2e2d4de7c4:150f61ba17,5
b30b01fb7b:150f61ba17,5
043b8f541c:b77182a73d,4.160860585605917
adbe2a4f29:b77182a73d,5
d2efd8d4a7:554dbc7ce2,5
8e51cd3a16:adb5cc934b,3.0
6f125d25be:adb5cc934b,4.4903421314877825
6e99e74601:3a23f54edf,3.0
2c3487ac6a:e7abe335f6,5
ca11e38e22:ee0d7ccb0f,4.0
750b2075cc:1fcb7c4d1f,5
db37e569a4:7d423bffc6,1
caa66885a9:7d423bffc6,3.0
c39b07a1c9:7d423bffc6,5
27f0a18d2a:8b4eebe4b7,5
2654393df8:25a3c6f998,4.0
b69eddabcd:25a3c6f998,5
471ccdcab1:25a3c6f998,3.0
8bad9641e2:25a3c6f998,3.0
48db80ee5d:25a3c6f998,5
83b208ef22:25a3c6f998,4.0
8f18d8f146:25a3c6f998,5
8ee2dadcb9:25a3c6f998,5
128ac79683:adee0c7022,5
1ef39f242a:adee0c7022,5
515f7759e4:c0ed3ac268,5
14d4130e58:ddc38b790d,1
abc034e088:ddc38b790d,5
9e2c50f319:ddc38b790d,5
fee2e054b3:ddc38b790d,4.439607805437114
029c0b1a4d:ddc38b790d,1
80f7d76a07:ddc38b790d,2.1788999354434817
20d197e3df:956c5f450c,4.0
41fa3e129b:511c59dd9d,4.0
a1930b7b68:81013010ee,5
54a02b388e:7f6149e567,3.8257455515228025
69b22bf055:7f6149e567,4.727621771354201
bf67fb05f6:147ae832d6,5
572bea0ce1:99df26dee1,4.0
b19c8f3e7b:dedde4edc4,5
eef70e2981:dedde4edc4,1
c157c561c6:dedde4edc4,5
e49a144e36:dedde4edc4,4.0
304c5f381f:99df26dee1,5
a949117d65:99df26dee1,4.0
28eae5d9e9:99df26dee1,5
a56c6fb001:99df26dee1,4.7919851001747436
9e059578db:99df26dee1,5
2cdec2a67f:99df26dee1,5
f8ccdfb67b:99df26dee1,5
dbda6556ce:99df26dee1,1
c20fab43bd:99df26dee1,4.855278575918392
0bcea866db:051f535250,5
a2cfbe2fdf:051f535250,5
b9cc525106:f54a3552ca,3.0
ba5d192f9e:a026e381a6,2.1497211456614806
97deec4826:c8be3c0c5e,5
19a360ed98:428feef0d0,4.0
50be0a0890:b5cc37b539,4.152909984531902
0a3fa50984:b5cc37b539,5
e3cad1b771:b5cc37b539,3.582645731131572
dbc2f8281b:4f25b5f57d,3.140604595186299
d0e22a57c2:4f25b5f57d,5
9c3907da9e:4f25b5f57d,4.008619148668743
86291d5dd5:4f25b5f57d,4.0
4b16fb4e21:1e0042a313,3.10529093128042
a201c230b8:1e0042a313,2.34206892996475
3fe117b1cc:1e0042a313,5
caf5c7f4d6:1e0042a313,5
025dfd6e3e:1e0042a313,5
debd6867b4:1e0042a313,5
8851a9f246:c03cdcd3a7,5
15daa1bbb0:1e0042a313,5
ca7ccc4042:1e0042a313,3.0
77809143e8:1e0042a313,2.295233595346655
a3a91a6f46:9a313d6970,5
d0e2842aa1:1e0042a313,1
4146159a6d:1e0042a313,5
491cb4672d:1e0042a313,5
ac508d5082:1e0042a313,5
4ec1ea224b:1e0042a313,5
aa376469bf:1e0042a313,4.1169568758272455
cef09f6126:1e0042a313,5
83b0b4ef82:1e0042a313,2.0
238cf40892:1e0042a313,5
83a429bcba:f7c92dd64b,2.0
57b4f56f19:1e0042a313,1
33efe0dc00:6eda7ff771,5
5bef6d6cf3:6eda7ff771,4.60529038764157
81668f9856:68efbd1b4b,4.0
455afb7c63:6eda7ff771,5
14fa896fd9:6eda7ff771,4.0
a4a8e44f0e:6eda7ff771,4.202055553473508
ccb302cfca:6eda7ff771,5
fc3572a405:6eda7ff771,5
a5d7675a62:6eda7ff771,4.0
5d198911da:6eda7ff771,4.826759617205
f8ac608d54:6eda7ff771,5
db38dde30e:6eda7ff771,4.026387010076511
583e274725:6eda7ff771,4.123727067088316
dcdd254f88:6eda7ff771,5
f02f9d3387:6eda7ff771,4.0
ce64c1d487:6eda7ff771,5
6ba0c929b4:6eda7ff771,5
54b713876a:6eda7ff771,5
b981f13cf3:6eda7ff771,3.382408375873018
6b71404383:6eda7ff771,3.0
97ca891f39:ce9195f89b,5
ee4b56d7f0:6eda7ff771,4.441747127625639
baefe0a8aa:ce9195f89b,5
5e8e237e34:6eda7ff771,5
eb2135fa7f:ce9195f89b,4.0
7de7b8f27e:6eda7ff771,5
e7445e0bfc:6eda7ff771,3.0
ec473a11b2:e16708c684,5
fa1b7e9b1d:e16708c684,3.0
74edc0ce8f:361745bfb6,4.0
5bef6d6cf3:361745bfb6,4.60529038764157
aa13ab4331:6eda7ff771,5
412ed9e9b8:6eda7ff771,5
ff02d11aa7:6eda7ff771,3.2461990939947167
fe4ef3c662:6eda7ff771,3.0
2881d06f21:361745bfb6,3.0
7c5a65c8a4:361745bfb6,5
f6ca6fe5cf:6eda7ff771,3.3902003954665325
a8d5da6fcb:6eda7ff771,4.0
377670146d:361745bfb6,4.0
8256541e7b:361745bfb6,4.0
02eb7b48e9:361745bfb6,5
3b64acce2f:361745bfb6,4.0
c0ea3412a4:361745bfb6,5
7029ba356a:361745bfb6,4.0
98f2e283b7:361745bfb6,5
cd0ea9603b:361745bfb6,5
e473cd6644:361745bfb6,3.0
6dfeac646c:361745bfb6,4.653909373391214
2ac5b233fe:361745bfb6,5
f8ac608d54:361745bfb6,5
db38dde30e:361745bfb6,4.026387010076511
5f73284e20:361745bfb6,4.0
fa740468b3:361745bfb6,5
55585219e5:361745bfb6,1
6ba0c929b4:361745bfb6,5
52b34a05ed:361745bfb6,1
5e8e237e34:361745bfb6,5
7de7b8f27e:361745bfb6,5
f21bbe46f2:361745bfb6,3.0
5e647cd01c:361745bfb6,5
c96e0a554a:361745bfb6,5
b37630cdea:361745bfb6,4.0
feb158722f:361745bfb6,5
4930c40263:361745bfb6,5
5bd4cc7016:67b63c8c69,4.0
3eae42ed5c:67b63c8c69,4.0
4a85de8eb8:c8872ec137,4.0
1170142ee2:c8872ec137,3.486054883572389
00b99dcae8:c8872ec137,5
f306f2d9ef:cfc6604e67,5
59ad28c8c9:cfc6604e67,5
1b0eee3214:cfc6604e67,4.5
0b7ccf53a5:de2b4e3a9e,5
a3184b2140:de2b4e3a9e,4.636981418300226
0fed403149:de2b4e3a9e,3.4240725071907385
8a041e33ef:de2b4e3a9e,5
a9abc1ba53:de2b4e3a9e,3.7798191154860676
ff663a5c46:cfc6604e67,3.1532798091472394
eba5bf211f:ebb086be5b,5
c798ab72e7:cfc6604e67,4.221019276179421
c4e80b56d3:9129e2787c,5
ed7bf55212:f2ee0be40c,5
b32e4bd553:cfc6604e67,3.2494666780986012
b37b4da3a5:cfc6604e67,4.0
ec6f8eaba2:f2ee0be40c,4.0
f6907ea139:f2ee0be40c,4.0
1ffc8f831f:f2ee0be40c,5
2a4b6d9151:cfc6604e67,5
9c906505a4:7b02e28009,5
dd4a28a613:4a068cb7b6,5
a09f462238:a237471072,4.801516487561102
f2284dd378:cfc6604e67,1
3f2bf0b279:cfc6604e67,5
6710c6ab4b:cfc6604e67,4.64153018178779
09fce61ce0:cfc6604e67,4.0
8af2825923:5151227260,5
b571a0b0e2:cfc6604e67,5
b39f48d156:cfc6604e67,4.273832146279974
6d945c9fd7:a237471072,5
59885d579e:cfc6604e67,2.7378682386417763
48abe75cc2:a237471072,5
3334d3b2d4:2ad6d00a4b,5
a676a2b936:a237471072,5
566917649d:a237471072,5
8c83f22b5c:a237471072,4.0
10ac576c85:a237471072,4.61309041576205
658d6e8b44:dd02814787,4.0
2cb1e0fdcc:20220eafaf,5
e77f5d47b6:a237471072,3.242866251876104
973a8166e8:20220eafaf,4.41374625594628
eeaaaa54ca:0c65b418ce,5
8b87693b18:0c65b418ce,5
15250bea74:0c65b418ce,3.6664105226109283
05da81888e:92e57cdeca,4.440645810539202
dc23e5b9e4:c9c52d54e1,5
81ab9add2e:a237471072,5
4846f48d95:a237471072,5
949c8e5078:a237471072,4.0
22418582d5:a854bf0b12,5
dca4fceb8e:a854bf0b12,5
8f019609ff:a854bf0b12,5
92c02b7be0:eb52b1eff6,4.3640468690767245
87d06625ff:eb52b1eff6,4.0
b25f7ad448:eb52b1eff6,4.0
dacbcbf390:6a7597b02c,4.0
af5a932c2b:6a7597b02c,5
a9abc1ba53:29fcb76773,3.779819115486068
755bd1fb22:29fcb76773,5
09fbb8f860:29fcb76773,5
a11b946b3b:6a7597b02c,5
d469beb8ae:728a99bdff,4.428899777351106
14be05b28d:728a99bdff,4.596801118289266
5338dc2490:728a99bdff,4.084461717209315
ed493d6d53:728a99bdff,4.0515697390758545
f6ffa5147d:728a99bdff,4.603946367488931
8b35c37bef:1df6fe81aa,5
4253946002:728a99bdff,4.461302440906755
b6af4ec30c:728a99bdff,5
cb9bd9534c:76c945f868,5
d5e3d987e4:9e0f873763,4.0
7e927b029b:558120fe2b,5
1f571f0ca4:50c4a05629,4.0
9472d55ac6:c207489539,5
cd2b06f10a:c207489539,5
a8b48559e6:c207489539,5
7d513491f8:c207489539,5
d8d4287532:c207489539,5
e1a26d587a:c207489539,4.0
d649a87746:a7ad5c9d15,5
